Name,Price,UPC,Link
"Manischewitz Potato Kugel Mix, 6 oz
Open Product Description",$5.49,00072700000123,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-potato-kugel-mix-6-oz-id-00072700000123
"Pereg Ground Hot Paprika with Oil, 4.25 oz
Open Product Description",$5.99,00813568000432,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-ground-hot-paprika-with-oil-425-oz-id-00813568000432
"Pereg Spices Cayenne Pepper, 4.25 oz
Open Product Description",$5.99,00813568001538,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-spices-cayenne-pepper-425-oz-id-00813568001538
"Galil Grape Seed Oil, 33.8 fl oz
Open Product Description",$15.59,00794711002452,https://www.shoprite.com/sm/planning/rsid/218/product/galil-grape-seed-oil-338-fl-oz-id-00794711002452
"Blooms Ketchup Flavored Potato Chips, 9 oz
Open Product Description",$5.19,00032797006224,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-ketchup-flavored-potato-chips-9-oz-id-00032797006224
"Achva Sugar Free Marble Halva, 10.58 oz
Open Product Description",$5.09,00857531000135,https://www.shoprite.com/sm/planning/rsid/218/product/achva-sugar-free-marble-halva-1058-oz-id-00857531000135
"Kedem Grape Juice, 32 fl oz
Open Product Description",$5.09,00073490124907,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-grape-juice-32-fl-oz-id-00073490124907
"Gefen All-Purpose Kosher Soap, 4 oz
Open Product Description",$4.99,00710069031517,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-allpurpose-kosher-soap-4-oz-id-00710069031517
"Heaven & Earth Cassava Chips Kosher, 5 oz
Open Product Description",$4.99,00810487007306,https://www.shoprite.com/sm/planning/rsid/218/product/heaven-&-earth-cassava-chips-kosher-5-oz-id-00810487007306
"Heaven & Earth Cassava, Taro, Sweet Potato, Beetroot & White Carrot Vegetable Medley Chips, 5 oz
Open Product Description",$4.99,00810487007320,https://www.shoprite.com/sm/planning/rsid/218/product/heaven-&-earth-cassava-taro-sweet-potato-beetroot-&-white-carrot-vegetable-medley-chips-5-oz-id-00810487007320
"Lieber's Dark Sweet Pitted Cherries, 15 oz
Open Product Description",$4.99,00043427200493,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-dark-sweet-pitted-cherries-15-oz-id-00043427200493
"Man Chocolate Flavored Delicious Wafers, 17.5 oz
Open Product Description",$4.99,00023872005003,https://www.shoprite.com/sm/planning/rsid/218/product/man-chocolate-flavored-delicious-wafers-175-oz-id-00023872005003
"Manischewitz Cheese Blintzes, 6 count, 13 oz
Open Product Description",$7.49,00072700360210,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-cheese-blintzes-6-count-13-oz-id-00072700360210
"Paskesz Oodles! Blue Raspberry Tiny Tangy Fruity Chews, 12 count, 6.7 oz
Open Product Description",$4.99,00025675751262,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-oodles-blue-raspberry-tiny-tangy-fruity-chews-12-count-67-oz-id-00025675751262
"Tuscanini Parchment Crackers with Olive Oil, 3.5 oz
Open Product Description",$4.99,00710069303300,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-parchment-crackers-with-olive-oil-35-oz-id-00710069303300
"Wolff's Coarse Granulation 100% Pure Roasted Buckwheat Kasha, 13 oz
Open Product Description",$4.99,00070577000406,https://www.shoprite.com/sm/planning/rsid/218/product/wolffs-coarse-granulation-100-pure-roasted-buckwheat-kasha-13-oz-id-00070577000406
"Wolff's Medium Granulation 100% Pure Roasted Buckwheat Kasha, 13 oz
Open Product Description",$4.99,00070577000390,https://www.shoprite.com/sm/planning/rsid/218/product/wolffs-medium-granulation-100-pure-roasted-buckwheat-kasha-13-oz-id-00070577000390
"Galil Fried Eggplant, 14 oz
Open Product Description",$4.89,00794711002162,https://www.shoprite.com/sm/planning/rsid/218/product/galil-fried-eggplant-14-oz-id-00794711002162
"Elite Coffee Platinum Freeze Dried Decaffeinated Instant Coffee, 7 oz
Open Product Description",$17.49,00815871015912,https://www.shoprite.com/sm/planning/rsid/218/product/elite-coffee-platinum-freeze-dried-decaffeinated-instant-coffee-7-oz-id-00815871015912
"Shraga Neronim Shabbos Candles, 72 count, 40 ounce
Open Product Description",$14.99,00044164102453,https://www.shoprite.com/sm/planning/rsid/218/product/shraga-neronim-shabbos-candles-72-count-40-ounce-id-00044164102453
"Gefen Baking Powder, 8 oz
Open Product Description",$4.79,00710069134300,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-baking-powder-8-oz-id-00710069134300
"Paskesz Multigrain Melba Toast, 10 packs, 7 oz
Open Product Description",$4.79,00025675014916,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-multigrain-melba-toast-10-packs-7-oz-id-00025675014916
"Haddar Duplex Sandwich Creme Cookies, 25 oz
Open Product Description",$4.69,00077028863221,https://www.shoprite.com/sm/planning/rsid/218/product/haddar-duplex-sandwich-creme-cookies-25-oz-id-00077028863221
"Paskesz Oodles! Mix Tiny Tangy Fruity Chews, 12 count, 6.7 oz
Open Product Description",$4.99,00025675751255,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-oodles-mix-tiny-tangy-fruity-chews-12-count-67-oz-id-00025675751255
"Streit's Soup Mandlen, 1.8 oz
Open Product Description",$4.69,00070227600345,https://www.shoprite.com/sm/planning/rsid/218/product/streits-soup-mandlen-18-oz-id-00070227600345
"Streit's Egg & Onion Matzos, 11 oz
Open Product Description",$4.59,00070227500058,https://www.shoprite.com/sm/planning/rsid/218/product/streits-egg-&-onion-matzos-11-oz-id-00070227500058
"Gefen Pure Potato Starch, 24 oz
Open Product Description",$4.49,00710069103108,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-pure-potato-starch-24-oz-id-00710069103108
"Joyva Chocolate Covered Classic Marshmallow Puffs, 9 oz
Open Product Description",$6.99,00041795000745,https://www.shoprite.com/sm/planning/rsid/218/product/joyva-chocolate-covered-classic-marshmallow-puffs-9-oz-id-00041795000745
"Paskesz Mini Marshmallows, 8 oz
Open Product Description",$4.49,00025675124783,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-mini-marshmallows-8-oz-id-00025675124783
"Shomer Sabbath Plant Sabbath Neronim Cups, 2 each
Open Product Description",$4.49,00044164001848,https://www.shoprite.com/sm/planning/rsid/218/product/shomer-sabbath-plant-sabbath-neronim-cups-2-each-id-00044164001848
"Streit's Hearty Split Pea Soup Mix, 6 oz
Open Product Description",$4.49,00070227500393,https://www.shoprite.com/sm/planning/rsid/218/product/streits-hearty-split-pea-soup-mix-6-oz-id-00070227500393
"Gefen Canola Oil, 96 fl oz
Open Product Description",$14.49,00710069033504,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-canola-oil-96-fl-oz-id-00710069033504
"Galil Stuffed Cabbage, 14 oz
Open Product Description",$4.39,00794711002179,https://www.shoprite.com/sm/planning/rsid/218/product/galil-stuffed-cabbage-14-oz-id-00794711002179
"Gefen Small Cucumbers in Brine, 19 fl oz
Open Product Description",$4.29,00710069139206,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-small-cucumbers-in-brine-19-fl-oz-id-00710069139206
"Geula Parchment Paper - Short Roll, 1 each
Open Product Description",$4.29,00710069103313,https://www.shoprite.com/sm/planning/rsid/218/product/geula-parchment-paper-short-roll-1-each-id-00710069103313
"Prigat Strawberry Banana Flavored Juice Blend Drink, 50.7 fl oz
Open Product Description",$4.29,00899712000039,https://www.shoprite.com/sm/planning/rsid/218/product/prigat-strawberry-banana-flavored-juice-blend-drink-507-fl-oz-id-00899712000039
"Pereg Japanese Style Fine Panko Bread Crumbs, 9 oz
Open Product Description",$4.99,00813568001552,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-japanese-style-fine-panko-bread-crumbs-9-oz-id-00813568001552
"Lieber's Maple Syrup, 12 oz
Open Product Description",$13.99,00043427007108,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-maple-syrup-12-oz-id-00043427007108
"Galil Fire Roasted Grilled Eggplant, 23 oz
Open Product Description",$4.09,00794711002155,https://www.shoprite.com/sm/planning/rsid/218/product/galil-fire-roasted-grilled-eggplant-23-oz-id-00794711002155
"Galil Mixed Vegetables Giardiniera in Brine, 19 oz
Open Product Description",$4.09,00794711002063,https://www.shoprite.com/sm/planning/rsid/218/product/galil-mixed-vegetables-giardiniera-in-brine-19-oz-id-00794711002063
"Tuscanini Yellowfin Tuna Ventresca in Olive Oil, 6 oz
Open Product Description",$13.79,00710069304314,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-yellowfin-tuna-ventresca-in-olive-oil-6-oz-id-00710069304314
"Camille Bloch Swiss Bittersweet Dark Chocolate, 3.5 oz
Open Product Description",$3.99,00018176783009,https://www.shoprite.com/sm/planning/rsid/218/product/camille-bloch-swiss-bittersweet-dark-chocolate-35-oz-id-00018176783009
"Candlelit Disposable Candle Holders, 50 count
Open Product Description",$3.99,00705403500200,https://www.shoprite.com/sm/planning/rsid/218/product/candlelit-disposable-candle-holders-50-count-id-00705403500200
"Gefen Crunchy Sugar Cones, 12 count, 4.7 oz
Open Product Description",$3.99,00710069316027,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-crunchy-sugar-cones-12-count-47-oz-id-00710069316027
"Gefen Imitation Almond Extract, 2 oz
Open Product Description",$6.99,00710069145009,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-imitation-almond-extract-2-oz-id-00710069145009
"Gefen Sliced Black Olives, 19 oz
Open Product Description",$4.49,00710069308428,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sliced-black-olives-19-oz-id-00710069308428
"Haribo Goldbears Gummy Candy Share Size, 5.29 oz
Open Product Description",$3.99,00042238830219,https://www.shoprite.com/sm/planning/rsid/218/product/haribo-goldbears-gummy-candy-share-size-529-oz-id-00042238830219
"Haribo Grapefruit Pamplemousses Candy, 5.29 oz
Open Product Description",$3.99,00042238838161,https://www.shoprite.com/sm/planning/rsid/218/product/haribo-grapefruit-pamplemousses-candy-529-oz-id-00042238838161
"Kedem Sparkling Catawba Grape Juice, 25.4 fl oz
Open Product Description",$4.99,00073490123627,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-sparkling-catawba-grape-juice-254-fl-oz-id-00073490123627
"Sweetie a Zero-Calorie Sugar Substitute, 100 count, 3.5 oz
Open Product Description",$3.49,00025675880450,https://www.shoprite.com/sm/planning/rsid/218/product/sweetie-a-zerocalorie-sugar-substitute-100-count-35-oz-id-00025675880450
"Lieber's Poppy Seeds, 7.5 oz
Open Product Description",$3.89,00043427161015,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-poppy-seeds-75-oz-id-00043427161015
"Elite Turkish Roasted and Ground Coffee with Cardamom, 3.5 oz
Open Product Description",$3.79,00077245107931,https://www.shoprite.com/sm/planning/rsid/218/product/elite-turkish-roasted-and-ground-coffee-with-cardamom-35-oz-id-00077245107931
"Galil Raspberry Preserve, 13 oz
Open Product Description",$4.29,00794711002902,https://www.shoprite.com/sm/planning/rsid/218/product/galil-raspberry-preserve-13-oz-id-00794711002902
"Gefen Fusion Imitation Chicken Flavor Brown Rice Noodles, 2.25 oz
Open Product Description",$3.79,00710069601062,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-fusion-imitation-chicken-flavor-brown-rice-noodles-225-oz-id-00710069601062
"Gefen Steel Wool Soap Pads, 10 count
Open Product Description",$3.79,00710069124103,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-steel-wool-soap-pads-10-count-id-00710069124103
"Gefen Tuna - Chunk White Albacore In Oil, 6 oz
Open Product Description",$3.79,00710069113503,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-tuna-chunk-white-albacore-in-oil-6-oz-id-00710069113503
"Kvuzat Yavne Pickled Hot Peppers, 19 oz
Open Product Description",$3.79,00730127100092,https://www.shoprite.com/sm/planning/rsid/218/product/kvuzat-yavne-pickled-hot-peppers-19-oz-id-00730127100092
"PANKO - ITALIAN
Open Product Description",$3.79,00813568001644,https://www.shoprite.com/sm/planning/rsid/218/product/panko-italian-id-00813568001644
"Paskesz Golden Harvest Original Ultra-Thin Rice Cake Minis, 6 count, 4.2 oz
Open Product Description",$3.79,00025675015258,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-golden-harvest-original-ultrathin-rice-cake-minis-6-count-42-oz-id-00025675015258
"Prigat Grape Flavored Juice Blend Drink, 50.7 fl oz
Open Product Description",$4.29,00899712000022,https://www.shoprite.com/sm/planning/rsid/218/product/prigat-grape-flavored-juice-blend-drink-507-fl-oz-id-00899712000022
"Tuscanini Raspberry Italian Fruit Spread, 11.64 oz
Open Product Description",$3.99,00710069312753,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-raspberry-italian-fruit-spread-1164-oz-id-00710069312753
"Unger's Bread Crumbs - Plain, 15 oz
Open Product Description",$3.79,00023005002367,https://www.shoprite.com/sm/planning/rsid/218/product/ungers-bread-crumbs-plain-15-oz-id-00023005002367
"Haddar Maple Syrup - Organic, 12 oz
Open Product Description",$13.19,00077028268804,https://www.shoprite.com/sm/planning/rsid/218/product/haddar-maple-syrup-organic-12-oz-id-00077028268804
"Galil No. 13 Strawberry Premium Herbal Teabags, 20 count, 1.41 oz
Open Product Description",$3.59,00794711002353,https://www.shoprite.com/sm/planning/rsid/218/product/galil-no-13-strawberry-premium-herbal-teabags-20-count-141-oz-id-00794711002353
"Galil No. 19 Acai & Mango Premium Herbal Tea Bags, 20 count, 1.23 oz
Open Product Description",$3.59,00794711002568,https://www.shoprite.com/sm/planning/rsid/218/product/galil-no-19-acai-&-mango-premium-herbal-tea-bags-20-count-123-oz-id-00794711002568
"Lieber's 100% Pure Natural Honey, 2 lb
Open Product Description",$12.99,00043427022460,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-100-pure-natural-honey-2-lb-id-00043427022460
"Bloom's Kosher Products BBQ Flavored Corn Chips, 11 oz
Open Product Description",$3.49,00032797005760,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-kosher-products-bbq-flavored-corn-chips-11-oz-id-00032797005760
"Fox's U-Bet Squeezable Chocolate Sundae Sauce, 20 oz
Open Product Description",$3.49,00070216247018,https://www.shoprite.com/sm/planning/rsid/218/product/foxs-ubet-squeezable-chocolate-sundae-sauce-20-oz-id-00070216247018
"Gefen Fancy Chunk White Albacore in Water, 6 oz
Open Product Description",$3.49,00710069101555,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-fancy-chunk-white-albacore-in-water-6-oz-id-00710069101555
"Gefen Jellied Cranberry Sauce, 16 oz
Open Product Description",$3.49,00710069127203,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-jellied-cranberry-sauce-16-oz-id-00710069127203
"Lieber's Chanukah Jellies, 1 oz
Open Product Description",$3.49,00043427130165,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-chanukah-jellies-1-oz-id-00043427130165
"Osem Original Israeli (Pearl) Couscous, 8.8 oz
Open Product Description",$3.49,00076937200233,https://www.shoprite.com/sm/planning/rsid/218/product/osem-original-israeli-pearl-couscous-88-oz-id-00076937200233
"Osem Sesame Cracker, 8.8 oz
Open Product Description",$4.49,00077544132009,https://www.shoprite.com/sm/planning/rsid/218/product/osem-sesame-cracker-88-oz-id-00077544132009
"Paskesz Fruit Medley Fruit Snacks, 5 oz
Open Product Description",$3.49,00025675122154,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-fruit-medley-fruit-snacks-5-oz-id-00025675122154
"Paskesz Marshmallows, 8 oz
Open Product Description",$4.49,00025675124806,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-marshmallows-8-oz-id-00025675124806
"Tonnelli Honey BBQ Sauce, 19 oz
Open Product Description",$3.49,00077028870557,https://www.shoprite.com/sm/planning/rsid/218/product/tonnelli-honey-bbq-sauce-19-oz-id-00077028870557
"Galil Traditional Pomegranate Pistachio Turkish Delight, 3.5 oz
Open Product Description",$3.39,00794711001318,https://www.shoprite.com/sm/planning/rsid/218/product/galil-traditional-pomegranate-pistachio-turkish-delight-35-oz-id-00794711001318
"Galil Traditional Sultan Turkish Delight, 3.5 oz
Open Product Description",$3.39,00794711001288,https://www.shoprite.com/sm/planning/rsid/218/product/galil-traditional-sultan-turkish-delight-35-oz-id-00794711001288
"Paskesz Traditional Italian Whole Wheat Breadsticks, 4.41 oz
Open Product Description",$3.29,00025675015937,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-traditional-italian-whole-wheat-breadsticks-441-oz-id-00025675015937
"Wissotzky Tea Black Tea Bags with Nana Mint, 20 count, 1.2 oz
Open Product Description",$3.29,00603741000065,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-black-tea-bags-with-nana-mint-20-count-12-oz-id-00603741000065
"Wissotzky Tea Chamomile with Nana Mint Herbal Tea Bags, 20 count, 1.06 oz
Open Product Description",$3.29,00603741001253,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-chamomile-with-nana-mint-herbal-tea-bags-20-count-106-oz-id-00603741001253
"Wissotzky Tea Magic Garden Chamomile & Honey Herbal Tea, 20 count, 1.06 oz
Open Product Description",$3.29,00603741001260,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-magic-garden-chamomile-&-honey-herbal-tea-20-count-106-oz-id-00603741001260
"Wissotzky Tea Artisan Tea Collection Tea Bags, 42 count, 2.57 oz
Open Product Description",$12.59,00603741000416,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-artisan-tea-collection-tea-bags-42-count-257-oz-id-00603741000416
"Galil Pickled Cucumbers in Brine, 23 fl oz
Open Product Description",$3.99,00794711001462,https://www.shoprite.com/sm/planning/rsid/218/product/galil-pickled-cucumbers-in-brine-23-fl-oz-id-00794711001462
"Gefen Fusion Mushroom-Onion Brown Rice Noodles, 2.25 oz
Open Product Description",$3.79,00710069601093,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-fusion-mushroomonion-brown-rice-noodles-225-oz-id-00710069601093
"Gefen Ginger - Ground, 2.25 oz
Open Product Description",$3.19,00710069128309,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-ginger-ground-225-oz-id-00710069128309
"Golden Fluff Light Natural Microwave Popcorn, 3 oz, 3 count
Open Product Description",$3.19,00030047120331,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-light-natural-microwave-popcorn-3-oz-3-count-id-00030047120331
"Lieber's Sliced Olives, 7 oz
Open Product Description",$3.19,00043427201056,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-sliced-olives-7-oz-id-00043427201056
"Sure Grip The Original Candle Holders, 50 count
Open Product Description",$3.19,00078395404055,https://www.shoprite.com/sm/planning/rsid/218/product/sure-grip-the-original-candle-holders-50-count-id-00078395404055
"Elite Coffee Platinum Classic Freeze Dried Instant Coffee, 7 oz
Open Product Description",$14.49,00077245107795,https://www.shoprite.com/sm/planning/rsid/218/product/elite-coffee-platinum-classic-freeze-dried-instant-coffee-7-oz-id-00077245107795
"Jerusalem of Gold Multicolored Coins Premium Belgian Milk Chocolate, 70 count, 12.3 oz
Open Product Description",$12.49,00025675302129,https://www.shoprite.com/sm/planning/rsid/218/product/jerusalem-of-gold-multicolored-coins-premium-belgian-milk-chocolate-70-count-123-oz-id-00025675302129
"Galil Roasted No Salt Sunflower Seeds, 4.5 oz
Open Product Description",$3.09,00794711005132,https://www.shoprite.com/sm/planning/rsid/218/product/galil-roasted-no-salt-sunflower-seeds-45-oz-id-00794711005132
"Gefen Cranberry Beans, 16 oz
Open Product Description",$3.09,00710069035300,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-cranberry-beans-16-oz-id-00710069035300
"Kedem Gourmet Marsala Cooking Wine, 12.7 fl oz
Open Product Description",$3.09,00073490129247,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-gourmet-marsala-cooking-wine-127-fl-oz-id-00073490129247
"Kedem Gourmet Sherry Cooking Wine, 12.7 fl oz
Open Product Description",$3.09,00073490000089,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-gourmet-sherry-cooking-wine-127-fl-oz-id-00073490000089
"Lieber's 100% Pure Natural Honey, 2 lb
Open Product Description",$12.99,00043427022460,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-100-pure-natural-honey-2-lb-id-00043427022460
"Gefen California Paste - Tomato, 12 oz
Open Product Description",$2.49,00710069303553,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-california-paste-tomato-12-oz-id-00710069303553
"Gefen Fat Free Vegetable Flavor Instant Noodle Soup, 1.92 oz
Open Product Description",$2.49,00710069601222,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-fat-free-vegetable-flavor-instant-noodle-soup-192-oz-id-00710069601222
"Gefen Red Beets Vacuum Packed - Ready To Eat, 17.6 oz
Open Product Description",$2.49,00710069011021,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-red-beets-vacuum-packed-ready-to-eat-176-oz-id-00710069011021
"Gold's Classic Low Calorie Borscht, 24 oz
Open Product Description",$2.49,00041740000837,https://www.shoprite.com/sm/planning/rsid/218/product/golds-classic-low-calorie-borscht-24-oz-id-00041740000837
"Gold's Classic Unsalted Borscht, 24 oz
Open Product Description",$2.49,00041740000851,https://www.shoprite.com/sm/planning/rsid/218/product/golds-classic-unsalted-borscht-24-oz-id-00041740000851
"Lieber's Thyme, 1 oz
Open Product Description",$2.49,00043427191326,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-thyme-1-oz-id-00043427191326
"Lipton Kosher Matzo Ball Mix, 2 count, 4.5 oz
Open Product Description",$2.49,00041000143809,https://www.shoprite.com/sm/planning/rsid/218/product/lipton-kosher-matzo-ball-mix-2-count-45-oz-id-00041000143809
"Magdaniat Hadar Tirosh Half Coated Biscuits, 6.1 oz
Open Product Description",$2.49,00047039003251,https://www.shoprite.com/sm/planning/rsid/218/product/magdaniat-hadar-tirosh-half-coated-biscuits-61-oz-id-00047039003251
"Manischewitz Semolina Wide Egg Noodles, 12 oz
Open Product Description",$2.49,00072700104012,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-semolina-wide-egg-noodles-12-oz-id-00072700104012
"Osem Chocolate Flavored Wafers, 8.8 oz
Open Product Description",$2.49,00077544789302,https://www.shoprite.com/sm/planning/rsid/218/product/osem-chocolate-flavored-wafers-88-oz-id-00077544789302
"Osem Vanilla Flavored Wafers, 8.8 oz
Open Product Description",$2.49,00077544789401,https://www.shoprite.com/sm/planning/rsid/218/product/osem-vanilla-flavored-wafers-88-oz-id-00077544789401
"Paskesz Candy Watches, 3.5 oz
Open Product Description",$2.49,00025675122680,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-candy-watches-35-oz-id-00025675122680
"Paskesz Cola Sour Candy Sticks, 3.5 oz
Open Product Description",$2.49,00025675120068,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-cola-sour-candy-sticks-35-oz-id-00025675120068
"Paskesz Fun Fizzy Straws, 2.54 oz
Open Product Description",$2.49,00025675122703,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-fun-fizzy-straws-254-oz-id-00025675122703
"Paskesz La-Di-Da Mini Premium Belgian Milk Chocolates, 1.41 oz
Open Product Description",$2.49,00025675750722,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-ladida-mini-premium-belgian-milk-chocolates-141-oz-id-00025675750722
"Paskesz Original Ultra-Thin Multigrain Squares, 4.9 oz
Open Product Description",$2.49,00025675015289,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-original-ultrathin-multigrain-squares-49-oz-id-00025675015289
"Paskesz Wild Cherry Sour Candy Sticks, 3.5 oz
Open Product Description",$2.49,00025675120105,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-wild-cherry-sour-candy-sticks-35-oz-id-00025675120105
"Sea Castle Sardines in Tomato Sauce, 4.4 oz
Open Product Description",$2.49,00040822043069,https://www.shoprite.com/sm/planning/rsid/218/product/sea-castle-sardines-in-tomato-sauce-44-oz-id-00040822043069
"Bloom's Kosher Products Goal White Chocolate Covered Corn Pops, 1.94 oz
Open Product Description",$1.50,00032797010627,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-kosher-products-goal-white-chocolate-covered-corn-pops-194-oz-id-00032797010627
"Bloom's Kosher Products Goal White Chocolate Rolls, 1.76 oz
Open Product Description",$1.99,00032797010658,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-kosher-products-goal-white-chocolate-rolls-176-oz-id-00032797010658
"Bloom's Kosher Products Pop' Mmms Chocolate Chip Mini Cookies, 1 oz
Open Product Description",$0.65,00032797004473,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-kosher-products-pop-mmms-chocolate-chip-mini-cookies-1-oz-id-00032797004473
"Bloomy's Jelly Stix, 3.5 oz
Open Product Description",$1.59,00032797001687,https://www.shoprite.com/sm/planning/rsid/218/product/bloomys-jelly-stix-35-oz-id-00032797001687
"Bnei Darom Toasted Israeli Pearl Couscous, 8.8 oz
Open Product Description",$1.49,00043427900461,https://www.shoprite.com/sm/planning/rsid/218/product/bnei-darom-toasted-israeli-pearl-couscous-88-oz-id-00043427900461
"Doritos Hot Sauce Flavored Tortilla Chips, 2.5 oz
Open Product Description",$1.49,00815871014724,https://www.shoprite.com/sm/planning/rsid/218/product/doritos-hot-sauce-flavored-tortilla-chips-25-oz-id-00815871014724
"Elite Bazooka Flavored Sugar Free Bubble Gum, 1 oz
Open Product Description",$1.79,00815871010504,https://www.shoprite.com/sm/planning/rsid/218/product/elite-bazooka-flavored-sugar-free-bubble-gum-1-oz-id-00815871010504
"Elite Must Cherry Flavored Sugar Free Chewing Gum, 1 oz
Open Product Description",$1.79,00077245110764,https://www.shoprite.com/sm/planning/rsid/218/product/elite-must-cherry-flavored-sugar-free-chewing-gum-1-oz-id-00077245110764
"Elite Βazοοka Grape Flavored Sugar Free Bubble Gum, 1 oz
Open Product Description",$1.79,00815871010467,https://www.shoprite.com/sm/planning/rsid/218/product/elite-azka-grape-flavored-sugar-free-bubble-gum-1-oz-id-00815871010467
"Gefen Instant Couscous, 10 oz
Open Product Description",$1.99,00710069801202,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-instant-couscous-10-oz-id-00710069801202
"Gefen Israeli Classic Pearl Couscous, 8.8 oz
Open Product Description",$1.29,00710069801356,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-israeli-classic-pearl-couscous-88-oz-id-00710069801356
"Gefen Oregano, 1 oz
Open Product Description",$1.79,00710069502611,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-oregano-1-oz-id-00710069502611
"Gefen Pearl Barley, 16 oz
Open Product Description",$1.99,00710069035102,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-pearl-barley-16-oz-id-00710069035102
"Gefen Sliced Beets, 15 oz
Open Product Description",$2.19,00710069122604,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sliced-beets-15-oz-id-00710069122604
"Gefen Sliced Potatoes, 15 oz
Open Product Description",$2.19,00710069302051,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sliced-potatoes-15-oz-id-00710069302051
"Gefen Vegetable Instant Noodle Soup, 2.3 oz
Open Product Description",$1.99,00710069061330,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-vegetable-instant-noodle-soup-23-oz-id-00710069061330
"Gefen Yellow Popcorn, 16 oz
Open Product Description",$2.19,00710069035843,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-yellow-popcorn-16-oz-id-00710069035843
"Golden Fluff Onion N' Garlic Popcorn, 3/4 oz
Open Product Description",$0.65,00030047300030,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-onion-n-garlic-popcorn-34-oz-id-00030047300030
